bibcode,year,title,subject,predicate,object,claim_type,evidence_text
2013arXiv1307.0851M,2013,The NMSSM at the Cosmic Frontier for Snowmass 2013,bino,candidate_for,dark matter,candidate,the neutralino can either be singlino or bino dominated.
2013arXiv1307.0851M,2013,The NMSSM at the Cosmic Frontier for Snowmass 2013,wino,candidate_for,dark matter,candidate,Wino and higgsino DM generally yield a lower abundance
2013arXiv1307.0851M,2013,The NMSSM at the Cosmic Frontier for Snowmass 2013,higgsino,candidate_for,dark matter,candidate,Wino and higgsino DM generally yield a lower abundance
2010AIPC.1241.1025M,2010,Probing Long Range Scalar Dark Forces in Terrestrial Experiments,scalar singlet,candidate_for,dark matter,candidate,scalar singlet DM scenarios
2010AIPC.1241.1025M,2010,Probing Long Range Scalar Dark Forces in Terrestrial Experiments,wimp,candidate_for,dark matter,candidate,WIMP scenarios
2026JCAP...03..014R,2026,Scrutinizing fermionic Dark Matter in scotogenic model with low reheating temperature,fermionic dark matter in the scotogenic model,candidate_for,dark matter,candidate,fermionic DM in the scotogenic model
2004MNRAS.348..421N,2004,Abundance of damped Lyman α absorbers in cosmological smoothed particle hydrodynamics simulations,dark matter,is,cold dark matter,identity,Λ cold dark matter (CDM) model
2025ApJ...995..213R,2025,The Concordance of Weak Lensing and Escape-velocity Mass Estimates for Galaxy Clusters,dark matter,is,cold dark matter,identity,"In the Λ cold dark matter paradigm,"
2006MNRAS.367.1641B,2006,Hot and cooled baryons in smoothed particle hydrodynamic simulations of galaxy clusters: physics and numerics,dark matter,is,cold,identity,concordance Λ cold dark matter (ΛCDM) cosmology
2020arXiv200505316P,2020,Radio frequency emissions from dark-matter-candidate magnetized quark nuggets interacting with matter,quark nuggets,candidate_for,dark matter,candidate,Quark nuggets are a candidate for dark matter
2017PhLB..767..142E,2017,Quantum gravity and Standard-Model-like fermions,massive fermions,candidate_for,dark matter,candidate,A second non-chiral fixed point with massive fermions provides a template for models with dark matter.
2011arXiv1109.3747M,2011,Low Energy INTEGRAL Positrons from eXciting Dark Matter,wimp,constitutes,dark matter,constitution,"eXciting Dark Matter (XDM), where WIMPs \chi, interacting through a new dark force, scatter into excited states \chi*"
2007ApJ...659L.125B,2007,Can Astrophysical Gamma-Ray Sources Mimic Dark Matter Annihilation in Galactic Satellites?,dark matter,composed_of,weakly interacting massive particles (wimps),constitution,The most compelling hypothesis is that dark matter consists of weakly interacting massive particles (WIMPs) in the 100 GeV mass range.
2011PhRvD..84a4020F,2011,Detection prospects for Majorana fermion WIMPless dark matter,majorana fermion,candidate_for,dark matter,candidate,the dark matter candidate is a Majorana fermion.
2019PhRvD..99c5017C,2019,Multileptonic signals of co-annihilating left-right supersymmetric dark matter,left-right supersymmetry,candidate_for,dark matter,candidate,"We perform a comprehensive dark matter analysis of left-right supersymmetric scenarios that includes constraints from dark matter direct and indirect detection experiments and that presents distinctive features from those available in minimal supersymmetry. We concentrate on dark matter candidates which, while satisfying all constraints, are different from those of the minimal supersymmetric standard model."
2014EPJC...74.2853H,2014,On neutrinoless double beta decay in the minimal left-right symmetric model,kev sterile neutrinos,candidate_for,dark matter,candidate,it is still possible to accommodate such a signal with a KeV sterile neutrino as dark matter.
2014JCAP...10..063A,2014,LHC prospects for minimal decaying dark matter,dark matter,is,decaying particle,identity,minimal models of decaying dark matter
2014ARep...58..353B,2014,"The fractal universe, preon structure of particles, and the familon model of dark matter",dark matter,composed_of,pseudo-goldstone boson,composition,"dark matter, which consists of pseudo-Goldstone familon bosons with a mass m ∼ 10^-3-10^-5 eV."
2013PhRvD..87h5010S,2013,Evolution and thermalization of dark matter axions in the condensed regime,axions,candidate_for,dark matter,candidate,We discuss the possibility that dark matter axions form a Bose-Einstein condensate (BEC) due to the gravitational self interactions.
2013PhRvD..87h5010S,2013,Evolution and thermalization of dark matter axions in the condensed regime,axion bose-einstein condensate,candidate_for,dark matter,candidate,We discuss the possibility that dark matter axions form a Bose-Einstein condensate (BEC) due to the gravitational self interactions.
2010JHEP...07..064W,2010,MSSM dark matter measurements at the LHC without squarks and sleptons,neutralino,constitutes,dark matter,constitution,We examine the case of neutralino dark matter in the focus point region of the MSSM
2021FrASS...8...87V,2021,A Brief Review on Primordial Black Holes as Dark Matter,primordial black holes,candidate_for,dark matter,candidate,Primordial black holes (PBHs) represent a natural candidate for one of the components of the dark matter (DM) in the Universe.
2022PhRvD.105j3522Y,2022,Axion cosmology in the presence of nontrivial Nambu-Goldstone modes,modulus field,constitutes,dark matter,constitution,(1) an ordinary type of dark matter scaling of 1 /cosmic<SUP>scale factor 3</SUP> arising from a modulus field and not from the usual angular field
2022PhRvD.105j3522Y,2022,Axion cosmology in the presence of nontrivial Nambu-Goldstone modes,dark matter,composed_of,dark matter quantum with mass in the ultralight range (10<sup>-32</sup>-10<sup>-14</sup>) ev,composition,(2) the mass of the dark matter quantum in the ultralight range (10<SUP>-32</SUP>- 10<SUP>-14</SUP>) eV
2006astro.ph..8535M,2006,Dark matter burners: Preliminary estimates,wimp,candidate_for,dark matter,candidate,can capture a large number of weakly interacting massive particles (WIMPs) during its lifetime.
2001foap.conf...73L,2001,Some astrophysical implications of compact extra dimensions,compactons,candidate_for,dark matter,candidate,relic compactons may exist as dark matter.
2025PhRvD.111d3043T,2025,Entering the window of primordial black hole dark matter with x-ray microlensing,primordial black holes,constitutes,dark matter,constitution,"Primordial black holes (PBHs) in the mass range <inline-formula><mml:math display=""inline""><mml:mrow><mml:msup><mml:mrow><mml:mn>10</mml:mn></mml:mrow><mml:mrow><mml:mo>-</mml:mo><mml:mn>16</mml:mn></mml:mrow></mml:msup><mml:mo>−</mml:mo><mml:msup><mml:mrow><mml:mn>10</mml:mn></mml:mrow><mml:mrow><mml:mo>-</mml:mo><mml:mn>11</mml:mn></mml:mrow></mml:msup><mml:msub><mml:mrow><mml:mi>M</mml:mi></mml:mrow><mml:mrow><mml:mo stretchy=""false"">⊙</mml:mo></mml:mrow></mml:msub></mml:mrow></mml:math></inline-formula> may constitute all the dark matter."
2007idm..conf..396R,2007,Axino Dark Matter from Q-Balls,axino,constitutes,dark matter,constitution,axino cold dark matter is predominantly produced in non-thermal processes involving decays of Q-balls formed in Affleck-Dine baryogenesis.
2024PhRvD.110h3003B,2024,"Neutron decay anomaly, neutron stars, and dark matter",dirac fermion,candidate_for,dark matter,candidate,a model with a fermion mass m_χ ≍ 1 GeV and a scalar m_ϕ ≍ O(MeV) could provide not only the required branching ratio to explain the anomaly but also a good dark matter (DM) candidate with the right thermal abundance today.
2023PhRvD.108b3014A,2023,Detecting axionlike particles with primordial black holes,primordial black holes,constitutes,dark matter,constitution,Future gamma-ray experiments ... can detect the Hawking radiation of photons from primordial black holes (PBHs) if they make up a fraction or all of dark matter.
2005PhRvD..71h3505N,2005,Structure formation with a long-range scalar dark matter interaction,dark matter,composed_of,a single species of massive particles with a long-range scalar interaction,composition,a long-range scalar interaction in a single species of massive dark matter particles
2025ChPhC..49k5110Z,2025,Gravitational waves and dark matter with Witten effect,axions,candidate_for,dark matter,candidate,"Following spontaneous breaking of the PQ symmetry, axions emitted by cosmic strings or domain walls as well as hidden monopoles generated during this transition may collectively contribute to the observed dark matter relic density."
2025ChPhC..49k5110Z,2025,Gravitational waves and dark matter with Witten effect,hidden monopoles,candidate_for,dark matter,candidate,"Following spontaneous breaking of the PQ symmetry, axions emitted by cosmic strings or domain walls as well as hidden monopoles generated during this transition may collectively contribute to the observed dark matter relic density."
2024PhRvL.133r1002F,2024,Dark Population Transfer Mechanism for Sterile Neutrino Dark Matter,sterile neutrinos,candidate_for,dark matter,candidate,one or more lighter mass ∼10 keV to ∼1 GeV sterile neutrinos that are far more weakly (or not at all) mixed with active species and could constitute dark matter.
2025PhRvD.111k5008B,2025,Polarization measurements as a probe of axion-photon coupling: A study of GRB 221009A,axion-like particles,candidate_for,dark matter,candidate,probe motivated parameter space of ALP dark matter.
2025arXiv250708519L,2025,Limits on WIMP-Scattering Cross Sections using Solar Neutrinos with Ten Years of IceCube Data,weakly interacting massive particles (wimps),constitutes,dark matter,constitution,One broad class of particle DM motivated by extensions of the Standard Model (SM) is weakly interacting massive particles (WIMPs).
2009JHEP...05..076C,2009,Candidates for inelastic dark matter,inelastic dark matter,candidate_for,dark matter,candidate,inelastic dark matter (IDM) can match the energy spectrum of DAMA very well while not contradicting the results of other direct detection searches.
2009JHEP...05..076C,2009,Candidates for inelastic dark matter,inelastic dark matter with electroweak interactions,candidate_for,dark matter,candidate,an inelastic dark matter candidate with electroweak interactions can naturally satisfy observational constraints while simultaneously yielding the correct thermal relic abundance.
2015PhRvD..91c5009H,2015,Lepton-flavored asymmetric dark matter and interference in direct detection,dark matter,is,lepton-flavored dark matter,identity,Focusing on lepton-flavored dark matter
2015PhRvD..91c5009H,2015,Lepton-flavored asymmetric dark matter and interference in direct detection,dark matter,is,fermion dark matter,identity,the symmetric case for fermion dark matter
2015PhRvD..91c5009H,2015,Lepton-flavored asymmetric dark matter and interference in direct detection,dark matter,is,scalar dark matter,identity,for scalar dark matter
2013JHEP...08..021A,2013,A non supersymmetric SO(10) grand unified model for all the physics below M <SUB>GUT</SUB>,axion,candidate_for,dark matter,candidate,"an axion arising from the Higgs sector of the model, suitable to solve the strong CP problem and to account for the observed amount of Dark Matter"
